Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Total Min,90s Played,Goals,Ast,G+A,Non-PK Goals,PK,PKattempts,Crd-Yellow,Crd-Red,xGoals,Non-PK xG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Rec,Goals per 90,Assists per 90,Goals +Assists  per 90,Non-PK Goals per 90,Non-PK Goals/Assists per 90,xG per 90,xAG per 90,xG+xAG per 90,Non PK xG per 90,xNon PK Goals + Assisted Goals per 90,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Aerials Won,Aerials Lost,Won%,Weekly Wages,Annual Wages,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
Max Aarons,ENG,DF,Bournemouth,24,2000,17,12,"1,152",12.8,0,1,1,0,0,0,1,0,0,0,0.8,0.9,21,42,24,0,0.08,0.08,0,0.08,0,0.06,0.07,0,0.07,0,0,11,26,2,11,6,19,0,1,0,73,5,10,33.3,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",68,37.6,86,9,5,23,4,0.76,10,31,-21,-1.64,-2.11,12.6,26.2,-13.5,-1.06,-1.65
Bénie Adama Traore,CIV,"FW,MF",Sheffield Utd,21,2002,8,3,387,4.3,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.8,7,9,14,0,0,0,0,0,0.06,0.13,0.19,0.06,0.19,0,0,10,4,1,3,1,2,0,0,0,22,2,18,10,,,48,12.6,86,1,5,26,11,0.13,2,13,-11,-2.56,-0.94,3.1,11.5,-8.4,-1.96,-1.12
Tyler Adams,USA,MF,Bournemouth,25,1999,2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,4,1,0,0,0,0,0,0,0.07,0.07,0,0.07,0,0,0,3,0,1,4,3,0,0,0,7,2,3,40,"£ 60,000 (€ 69,719, $74,331)","£ 3,120,000 (€ 3,625,393, $3,865,192)",55,3.6,90,1,1,20,2,3,3,1,2,1.64,2.03,1.9,1,0.9,0.74,0.8
Tosin Adarabioyo,ENG,DF,Fulham,26,1997,20,18,"1,617",18,2,0,2,2,0,0,2,0,0.7,0.7,0.1,0.8,10,62,5,0.11,0,0.11,0.11,0.11,0.04,0.01,0.05,0.04,0.05,0,0,10,5,0,1,25,11,0,0,0,43,56,28,66.7,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",81,52.8,90,17,2,2,2,1.4,28,25,3,0.17,0.6,27.6,28,-0.5,-0.03,0.5
Elijah Adebayo,ENG,FW,Luton Town,26,1998,23,13,"1,162",12.9,9,0,9,9,0,0,1,0,5.6,5.6,0.7,6.3,14,19,85,0.7,0,0.7,0.7,0.7,0.43,0.05,0.49,0.43,0.49,0,0,22,11,11,4,5,0,0,0,0,30,38,38,50,"£ 12,500 (€ 14,525, $15,486)","£ 650,000 (€ 755,290, $805,248)",51,38,76,4,10,17,0,0.87,25,28,-3,-0.23,0.95,19.3,23.2,-3.9,-0.3,1.05
Simon Adingra,CIV,FW,Brighton,22,2002,25,20,"1,767",19.6,6,1,7,6,0,0,2,0,3.5,3.5,2.5,6,86,41,233,0.31,0.05,0.36,0.31,0.36,0.18,0.13,0.3,0.18,0.3,0,0,23,15,14,63,14,18,0,0,0,96,8,11,42.1,"£ 12,500 (€ 14,525, $15,486)","£ 650,000 (€ 755,290, $805,248)",70,61,83,9,6,26,1,1.27,31,32,-1,-0.05,0.03,26.5,29.6,-3.1,-0.15,-0.44
Nayef Aguerd,MAR,DF,West Ham,28,1996,21,21,"1,857",20.6,1,0,1,1,0,0,3,1,1.5,1.5,0.3,1.8,10,68,3,0.05,0,0.05,0.05,0.05,0.07,0.01,0.09,0.07,0.09,1,1,10,6,0,5,17,14,0,1,0,102,48,32,60,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",88,60.7,88,19,0,,4,1.19,26,44,-18,-0.87,-1.55,25,38.2,-13.2,-0.64,-0.45
Brandon Aguilera,CRC,FW,Nott'ham Forest,20,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",5,0.2,,0,1,5,3,0,0,0,0,0,0.53,0,0,0,0,0.12
Naouirou Ahamada,FRA,"MF,FW",Crystal Palace,22,2002,18,0,274,3,0,0,0,0,0,0,2,0,0.4,0.4,0,0.4,17,17,18,0,0,0,0,0,0.13,0.01,0.14,0.13,0.14,0,0,7,6,0,6,1,7,0,0,0,22,2,3,40,"£ 20,000 (€ 23,240, $24,777)","£ 1,040,000 (€ 1,208,464, $1,288,397)",15,9,,0,18,15,13,0.72,9,13,-4,-1.31,-1.06,7.3,7.1,0.2,0.05,0.3
Anel Ahmedhodi?,BIH,DF,Sheffield Utd,25,1999,27,25,"2,290",25.4,1,0,1,1,0,0,9,0,2.6,2.6,0.7,3.2,11,35,18,0.04,0,0.04,0.04,0.04,0.1,0.03,0.13,0.1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ola Aina,NGA,DF,Nott'ham Forest,27,1996,19,17,"1,422",15.8,1,1,2,1,0,0,3,0,0.2,0.2,0.8,1,39,53,30,0.06,0.06,0.13,0.06,0.13,0.01,0.05,0.06,0.01,0.06,0,0,14,22,2,19,14,22,0,1,0,78,14,10,58.3,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",75,46.5,83,6,2,5,3,1,22,33,-11,-0.7,-0.31,18.3,23.9,-5.6,-0.35,-0.44
Rayan Aït-Nouri,ALG,"DF,MF",Wolves,22,2001,28,24,"1,928",21.4,2,1,3,2,0,0,6,0,3.1,3.1,1.9,5,59,90,84,0.09,0.05,0.14,0.09,0.14,0.14,0.09,0.23,0.14,0.23,0,0,24,48,6,36,12,36,1,0,0,125,21,24,46.7,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",70,65.9,76,9,4,30,0,1.28,33,33,0,0,0.69,30.4,35.3,-4.9,-0.22,0.5
Kristoffer Ajer,NOR,DF,Brentford,26,1998,25,18,"1,643",18.3,2,1,3,2,0,0,5,0,1.3,1.3,2.3,3.6,19,53,31,0.11,0.05,0.16,0.11,0.16,0.07,0.12,0.2,0.07,0.2,0,0,24,8,1,18,20,19,0,0,0,51,60,21,74.1,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",66,53.7,87,13,7,11,1,1.12,28,32,-4,-0.22,-0.03,30.6,28.2,2.4,0.13,-0.01
Manuel Akanji,SUI,"DF,MF",Manchester City,28,1995,24,22,"1,991",22.1,2,0,2,2,0,0,4,1,0.9,0.9,0.3,1.3,41,124,34,0.09,0,0.09,0.09,0.09,0.04,0.02,0.06,0.04,0.06,1,1,14,19,0,9,22,23,0,0,0,121,25,25,50,"£ 180,000 (€ 209,157, $222,992)","£ 9,360,000 (€ 10,876,178, $11,595,576)",83,70.1,88,21,2,23,4,2.28,56,21,35,1.51,0.2,45.3,22.4,22.9,0.99,-0.47
Nathan Aké,NED,DF,Manchester City,29,1995,24,20,"1,753",19.5,2,2,4,2,0,0,0,0,2.1,2.1,1.2,3.3,23,103,17,0.1,0.1,0.21,0.1,0.21,0.11,0.06,0.17,0.11,0.17,0,0,9,17,0,10,12,14,0,0,0,111,42,27,60.9,"£ 160,000 (€ 185,918, $198,215)","£ 8,320,000 (€ 9,667,714, $10,307,179)",74,62.1,86,18,4,10,5,2.28,48,19,29,1.42,-0.1,39.6,19.3,20.3,0.99,-0.37
Thiago Alcántara,ESP,MF,Liverpool,33,1991,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"£ 200,000 (€ 232,397, $247,769)","£ 10,400,000 (€ 12,084,642, $12,883,973)",6,0.2,,0,1,6,0,0,0,1,-1,-15,-16.24,0,0,0,-0.62,-1.69
Trent Alexander-Arnold,ENG,DF,Liverpool,25,1998,23,20,"1,744",19.4,3,4,7,3,0,0,5,0,1.9,1.6,5.6,7.2,32,165,70,0.15,0.21,0.36,0.15,0.36,0.1,0.29,0.39,0.08,0.37,0,0,6,7,0,144,25,20,0,0,0,150,8,4,66.7,"£ 180,000 (€ 209,157, $222,992)","£ 9,360,000 (€ 10,876,178, $11,595,576)",76,59.7,83,12,3,28,0,2,42,21,21,1.03,-0.43,43.8,23,20.8,1.03,-0.11
Alisson,BRA,GK,Liverpool,31,1992,23,23,"2,070",23,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,32,4,2,66.7,"£ 150,000 (€ 174,298, $185,827)","£ 7,800,000 (€ 9,063,481, $9,662,980)",90,70.6,90,24,0,,0,2,49,23,26,1.08,-0.42,50.8,29.9,21,0.87,-0.66
Miguel Almirón,PAR,FW,Newcastle Utd,30,1994,29,23,"1,848",20.5,3,1,4,3,0,0,1,0,4.5,4.5,2.6,7.1,77,75,157,0.15,0.05,0.19,0.15,0.19,0.22,0.13,0.34,0.22,0.34,0,0,15,22,9,24,10,24,0,0,0,96,6,7,46.2,"£ 60,000 (€ 69,719, $74,331)","£ 3,120,000 (€ 3,625,393, $3,865,192)",64,62.2,74,5,6,24,0,1.48,38,37,1,0.05,-1.07,36.7,36.5,0.3,0.01,-0.51
Edson Álvarez,MEX,MF,West Ham,26,1997,28,26,"2,222",24.7,1,1,2,1,0,0,10,0,1.3,1.3,0.5,1.8,19,84,26,0.04,0.04,0.08,0.04,0.08,0.05,0.02,0.07,0.05,0.07,0,0,29,14,1,4,39,38,0,1,0,157,29,33,46.8,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",79,72.6,83,17,2,28,0,1.61,38,40,-2,-0.08,0.67,34.5,45.1,-10.6,-0.43,0.12
Julián Álvarez,ARG,"MF,FW",Manchester City,24,2000,31,29,"2,450",27.2,8,8,16,7,1,1,2,0,11.3,10.6,6.4,16.9,56,97,167,0.29,0.29,0.59,0.26,0.55,0.42,0.23,0.65,0.39,0.62,0,0,21,12,2,136,2,12,1,0,0,94,4,23,14.8,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",79,85.5,83,15,2,24,1,2.34,72,24,48,1.7,1.7,59,24,35,1.24,0.77
Zeki Amdouni,SUI,FW,Burnley,23,2000,30,26,"1,836",20.4,4,1,5,4,0,0,2,0,4.4,4.4,1.4,5.8,59,47,84,0.2,0.05,0.25,0.2,0.25,0.22,0.07,0.28,0.22,0.28,0,0,21,35,2,8,8,17,0,0,0,76,14,52,21.2,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",61,60,68,2,4,14,4,0.67,17,38,-21,-1.03,-0.22,17.4,33.4,-16,-0.78,-0.18
Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,27,1996,15,7,652,7.2,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.2,5,52,9,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,0,0,17,6,0,5,5,15,0,0,0,46,4,2,66.7,"£ 65,000 (€ 75,529, $80,525)","£ 3,380,000 (€ 3,927,509, $4,187,291)",41,22,83,5,9,8,8,1.81,5,10,-5,-0.69,-0.92,11.3,12.5,-1.2,-0.17,0.16
Joachim Andersen,DEN,DF,Crystal Palace,27,1996,33,33,"2,969",33,2,3,5,2,0,0,5,0,1.6,1.6,2.6,4.3,21,132,9,0.06,0.09,0.15,0.06,0.15,0.05,0.08,0.13,0.05,0.13,0,0,33,23,1,29,37,30,0,0,0,165,74,43,63.2,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",90,100,90,33,0,,0,1.15,44,56,-12,-0.35,-0.35,40.8,48.1,-7.4,-0.22,-0.22
Elliot Anderson,SCO,"MF,FW",Newcastle Utd,21,2002,15,6,677,7.5,0,1,1,0,0,0,0,0,1.2,1.2,1,2.2,27,41,49,0,0.13,0.13,0,0.13,0.16,0.13,0.29,0.16,0.29,0,0,15,14,1,11,6,14,0,0,0,47,15,10,60,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",48,25.8,83,2,9,21,0,1.81,23,8,15,1.76,1.76,19.1,7.8,11.4,1.34,1.53
Jaidon Anthony,ENG,FW,Bournemouth,24,1999,3,2,152,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,2,8,9,0,0,0,0,0,0.04,0,0.04,0.04,0.04,0,0,4,2,2,2,1,1,0,0,0,11,1,3,25,,,51,5,61,0,1,31,0,0.33,1,5,-4,-2.37,-2.15,0.6,4.4,-3.8,-2.27,-2.36
Michail Antonio,JAM,FW,West Ham,34,1990,22,17,"1,382",15.4,5,2,7,5,0,0,6,0,5.2,5.2,0.9,6.1,42,20,93,0.33,0.13,0.46,0.33,0.46,0.34,0.06,0.39,0.34,0.39,0,0,24,22,8,23,4,6,0,0,0,49,31,45,40.8,"£ 85,000 (€ 98,769, $105,302)","£ 4,420,000 (€ 5,135,973, $5,475,689)",63,45.2,74,1,5,26,0,1.32,28,24,4,0.26,0.96,23.4,28.1,-4.7,-0.31,0.29
Antony,BRA,FW,Manchester Utd,24,2000,25,12,"1,100",12.2,0,1,1,0,0,0,4,0,1.7,1.7,2.4,4.1,44,55,124,0,0.08,0.08,0,0.08,0.14,0.2,0.34,0.14,0.34,0,0,16,25,2,16,8,18,1,1,0,82,1,18,5.3,"£ 200,000 (€ 232,397, $247,769)","£ 10,400,000 (€ 12,084,642, $12,883,973)",44,38.9,73,2,13,16,2,1.54,19,22,-3,-0.23,-0.43,22.4,21.8,0.6,0.05,0.56
Oliver Arblaster,ENG,MF,Sheffield Utd,19,2004,7,6,550,6.1,0,0,0,0,0,0,1,0,0,0,0.3,0.3,9,24,3,0,0,0,0,0,0.01,0.05,0.05,0.01,0.05,0,0,7,7,0,7,10,10,0,0,1,33,5,11,31.3,,,80,20.9,88,5,1,27,2,0.38,11,17,-6,-0.84,1.13,9.2,11.7,-2.5,-0.36,0.8
Cameron Archer,ENG,"FW,MF",Sheffield Utd,22,2001,24,16,"1,491",16.6,4,1,5,4,0,0,1,0,4,4,2.6,6.6,28,12,89,0.24,0.06,0.3,0.24,0.3,0.24,0.16,0.4,0.24,0.4,0,0,13,18,9,3,1,10,0,0,0,59,6,36,14.3,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",62,50.7,82,9,8,19,0,0.56,20,40,-20,-1.16,1.17,18.8,34.1,-15.2,-0.88,0.21
Alphonse Areola,FRA,GK,West Ham,31,1993,27,27,"2,339",26,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,2,0,15,6,0,100,"£ 120,000 (€ 139,438, $148,661)","£ 6,240,000 (€ 7,250,785, $7,730,384)",87,76.4,87,24,0,,2,1.41,43,42,1,0.04,1.29,36.6,46.3,-9.7,-0.37,0.39
Lorenz Assignon,TOG,DF,Burnley,23,2000,11,11,919,10.2,1,2,3,1,0,0,4,1,0.3,0.3,2.6,2.9,24,26,39,0.1,0.2,0.29,0.1,0.29,0.03,0.25,0.28,0.03,0.28,1,1,25,12,1,22,11,12,0,2,0,42,9,16,36,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",84,30,84,7,0,,0,0.91,11,21,-10,-0.98,-0.05,12.9,18.7,-5.7,-0.56,0.21
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,31,1992,12,10,833,9.3,0,2,2,0,0,0,2,0,0.2,0.2,0.5,0.6,10,47,29,0,0.22,0.22,0,0.22,0.02,0.05,0.07,0.02,0.07,0,0,8,9,0,22,9,14,0,0,0,50,30,20,60,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",69,27.2,80,6,2,18,1,1,9,15,-6,-0.65,-0.16,10.1,14.1,-4,-0.43,-0.43
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,26,1997,17,12,"1,024",11.4,6,3,9,6,0,0,2,0,4.7,4.7,1.7,6.4,8,14,43,0.53,0.26,0.79,0.53,0.79,0.42,0.15,0.57,0.42,0.57,0,0,9,15,12,1,1,7,0,0,0,33,21,45,31.8,"£ 50,000 (€ 58,099, $61,942)","£ 2,600,000 (€ 3,021,160, $3,220,993)",60,33.5,74,1,5,26,0,0.88,17,21,-4,-0.35,0.27,13.1,15.9,-2.9,-0.25,-0.2
Jordan Ayew,GHA,"FW,MF",Crystal Palace,32,1991,31,28,"2,387",26.5,4,6,10,4,0,0,8,1,3.8,3.8,4,7.8,70,62,164,0.15,0.23,0.38,0.15,0.38,0.14,0.15,0.3,0.14,0.3,1,1,44,91,7,86,16,34,0,0,0,148,33,59,35.9,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",77,80.4,82,17,3,29,0,1.19,33,36,-3,-0.11,1.24,30.8,34.2,-3.4,-0.13,0.46
Benoît Badiashile,FRA,DF,Chelsea,23,2001,12,9,831,9.2,0,1,1,0,0,0,1,0,0.2,0.2,0.5,0.7,1,30,1,0,0.11,0.11,0,0.11,0.02,0.06,0.08,0.02,0.08,0,0,7,5,0,1,11,11,0,1,0,59,20,17,54.1,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",69,28.9,90,8,3,7,7,1.17,17,26,-9,-0.97,-1.55,19.6,17.3,2.3,0.25,-0.21
Leon Bailey,JAM,"MF,FW",Aston Villa,26,1997,32,19,"1,814",20.2,10,9,19,10,0,0,4,0,6.1,6.1,7.9,14,96,75,216,0.5,0.45,0.94,0.5,0.94,0.3,0.39,0.69,0.3,0.69,0,0,22,21,10,72,8,5,0,0,0,97,13,21,38.2,"£ 100,000 (€ 116,198, $123,884)","£ 5,200,000 (€ 6,042,321, $6,441,987)",57,59.3,75,1,13,31,1,1.88,48,27,21,1.04,1.04,39,30.5,8.5,0.42,0.56
George Baldock,GRE,DF,Sheffield Utd,31,1993,13,11,969,10.8,0,1,1,0,0,0,4,0,0,0,0.8,0.8,9,31,24,0,0.09,0.09,0,0.09,0,0.07,0.08,0,0.08,0,0,19,14,1,18,10,10,1,0,0,44,13,13,50,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",75,31.7,82,9,2,33,1,0.54,11,21,-10,-0.93,1.18,9.3,21.8,-12.5,-1.16,-0.25
Carlos Baleba,CMR,MF,Brighton,20,2004,21,13,"1,124",12.5,0,0,0,0,0,0,6,0,0.8,0.8,0.2,0.9,14,45,9,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,0,0,35,25,0,0,17,17,0,0,0,84,22,8,73.3,"£ 12,500 (€ 14,525, $15,486)","£ 650,000 (€ 755,290, $805,248)",55,40.9,77,7,8,16,7,1.14,13,27,-14,-1.04,-1.65,13.7,22.3,-8.6,-0.64,-1.11
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,27,1997,5,0,58,0.6,0,0,0,0,0,0,1,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,3,2,0,0,0,5,0,1,0,"£ 32,500 (€ 37,765, $40,262)","£ 1,690,000 (€ 1,963,754, $2,093,646)",12,1.9,,0,5,12,16,1.8,2,1,1,1.55,1.7,1.5,0.8,0.7,1.04,1.33
Shandon Baptiste,GRN,MF,Brentford,26,1998,10,2,229,2.5,1,1,2,1,0,0,1,0,0.9,0.9,0.2,1.1,3,5,1,0.39,0.39,0.79,0.39,0.79,0.35,0.08,0.43,0.35,0.43,0,0,3,0,0,3,3,4,0,0,0,17,3,6,33.3,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",23,7.5,66,0,8,12,11,1,3,5,-2,-0.79,-0.63,4.8,3,1.8,0.69,0.6
Valentín Barco,ARG,DF,Brighton,19,2004,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,0,0,3,0,1,0,"£ 25,000 (€ 29,050, $30,971)","£ 1,300,000 (€ 1,510,580, $1,610,497)",46,3.1,90,1,1,1,4,0,0,4,-4,-3.96,-4.02,0.7,1.4,-0.7,-0.72,-0.76
Ross Barkley,ENG,MF,Luton Town,30,1993,29,27,"2,413",26.8,5,4,9,5,0,0,5,0,3.9,3.9,3.7,7.6,44,149,32,0.19,0.15,0.34,0.19,0.34,0.15,0.14,0.28,0.15,0.28,0,0,21,40,0,44,25,17,0,0,0,190,41,33,55.4,"£ 30,000 (€ 34,860, $37,165)","£ 1,560,000 (€ 1,812,696, $1,932,596)",83,78.9,88,23,2,15,0,0.72,41,63,-22,-0.82,0.01,30,56.2,-26.2,-0.98,-0.11
Harvey Barnes,ENG,FW,Newcastle Utd,26,1997,15,5,587,6.5,4,2,6,4,0,0,1,0,2.7,2.7,2.5,5.2,37,26,60,0.61,0.31,0.92,0.61,0.92,0.41,0.38,0.8,0.41,0.8,0,0,4,17,2,10,3,1,0,0,0,33,4,7,36.4,"£ 80,000 (€ 92,959, $99,107)","£ 4,160,000 (€ 4,833,857, $5,153,589)",41,21.9,67,1,10,25,0,1.69,19,7,12,1.66,1.54,15.4,8.2,7.2,0.99,1
Chris Basham,ENG,"DF,MF",Sheffield Utd,35,1988,8,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,1,7,6,0,0,0,0,0,0.04,0.07,0.1,0.04,0.1,0,0,3,3,2,4,5,2,0,0,0,16,7,8,46.7,"£ 15,000 (€ 17,430, $18,583)","£ 780,000 (€ 906,348, $966,298)",40,10.5,68,1,5,24,0,0.13,2,6,-4,-1.12,0.69,3.4,7.3,-4,-1.11,-0.14
Calvin Bassey,NGA,DF,Fulham,24,1999,25,21,"1,943",21.6,1,0,1,1,0,0,5,1,0.3,0.3,0,0.4,13,57,4,0.05,0,0.05,0.05,0.05,0.02,0,0.02,0.02,0.02,1,1,12,11,2,3,26,23,0,0,0,144,28,22,56,"£ 45,000 (€ 52,289, $55,748)","£ 2,340,000 (€ 2,719,044, $2,898,894)",78,63.5,90,20,4,15,4,1.32,39,35,4,0.19,0.83,32.8,32.7,0.1,0,0.72
Owen Beck,WAL,DF,Liverpool,21,2002,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,8,0.3,,0,1,8,0,3,1,0,1,11.25,10.07,0.3,0.9,-0.6,-6.87,-7.96
Donny van de Beek,NED,DF,Manchester Utd,27,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,1,0,0,0,0,0,1.09,4.44,5.54,1.09,5.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"£ 90,000 (€ 104,579, $111,496)","£ 4,680,000 (€ 5,438,089, $5,797,788)",3,0.1,,0,1,3,11,0,0,0,0,0,-0.03,0.2,0,0.2,5.54,5.83
Amari'i Bell,JAM,DF,Luton Town,29,1994,21,21,"1,720",19.1,0,0,0,0,0,0,0,0,0.3,0.3,0.5,0.7,32,76,10,0,0,0,0,0,0.01,0.02,0.04,0.01,0.04,0,0,22,16,0,13,25,33,0,0,0,98,20,22,47.6,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",82,56.2,82,18,0,,0,0.86,30,41,-11,-0.58,0.57,24.6,38.1,-13.5,-0.71,0.56
Jean-Ricner Bellegarde,FRA,"MF,FW",Wolves,25,1998,19,9,806,9,2,1,3,2,0,0,0,1,1.4,1.4,0.8,2.2,25,37,43,0.22,0.11,0.33,0.22,0.33,0.15,0.09,0.25,0.15,0.25,1,0,9,20,2,26,7,9,0,0,0,36,6,21,22.2,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",42,26.3,61,1,10,26,0,1.42,5,18,-13,-1.45,-1.65,8.2,16.6,-8.3,-0.93,-0.73
Anis Ben Slimane,TUN,MF,Sheffield Utd,23,2001,13,4,371,4.1,0,0,0,0,0,0,2,0,0.7,0.7,0.3,1,2,9,17,0,0,0,0,0,0.17,0.07,0.23,0.17,0.23,0,0,6,5,2,0,5,6,0,0,1,33,7,17,29.2,,,29,12.1,61,0,9,14,12,0.38,2,14,-12,-2.91,-1.34,1.8,9.4,-7.6,-1.85,-0.98
Saïd Benrahma,ALG,"FW,MF",West Ham,28,1995,13,5,620,6.9,0,1,1,0,0,1,1,0,1.8,1,1.4,2.5,28,28,70,0,0.15,0.15,0,0.15,0.27,0.21,0.47,0.15,0.36,0,0,5,6,1,17,5,4,0,0,0,43,1,5,16.7,"£ 55,000 (€ 63,909, $68,136)","£ 2,860,000 (€ 3,323,277, $3,543,093)",48,20.3,73,1,8,32,7,1.62,12,8,4,0.58,1.06,10.1,13,-2.9,-0.43,0.05
Rodrigo Bentancur,URU,MF,Tottenham,26,1997,17,9,727,8.1,1,1,2,1,0,0,6,0,1.2,1.2,0.5,1.7,11,53,26,0.12,0.12,0.25,0.12,0.25,0.15,0.06,0.21,0.15,0.21,0,0,14,12,0,6,9,10,0,0,0,37,12,18,40,"£ 75,000 (€ 87,149, $92,913)","£ 3,900,000 (€ 4,531,741, $4,831,490)",43,25.2,59,1,8,24,0,1.59,13,16,-3,-0.37,-1.17,14,14.6,-0.6,-0.08,-0.21
Daniel Bentley,ENG,GK,Wolves,30,1993,4,2,293,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100,"£ 10,000 (€ 11,620, $12,388)","£ 520,000 (€ 604,232, $644,199)",73,9.6,90,2,2,57,30,0.75,2,4,-2,-0.61,-0.42,2.7,5,-2.3,-0.72,-0.36
Jóhann Berg Guðmundsson,ISL,MF,Burnley,33,1990,23,12,"1,099",12.2,1,2,3,1,0,0,2,0,1.8,1.8,2.3,4.1,10,53,59,0.08,0.16,0.25,0.08,0.25,0.15,0.19,0.34,0.15,0.34,0,0,9,19,1,63,15,4,0,0,0,53,13,20,39.4,"£ 35,000 (€ 40,669, $43,360)","£ 1,820,000 (€ 2,114,812, $2,254,695)",48,35.9,68,1,11,25,4,0.52,17,24,-7,-0.57,0.57,12.9,19.3,-6.4,-0.52,0.3
Sander Berge,NOR,MF,Burnley,26,1998,33,30,"2,645",29.4,1,1,2,1,0,0,9,1,1.9,1.9,1.6,3.4,54,134,28,0.03,0.03,0.07,0.03,0.07,0.06,0.05,0.12,0.06,0.12,1,1,36,18,2,12,21,40,0,0,0,178,63,47,57.3,"£ 40,000 (€ 46,479, $49,554)","£ 2,080,000 (€ 2,416,928, $2,576,795)",80,86.4,86,24,3,26,0,0.67,32,60,-28,-0.95,-0.09,31.1,53,-21.9,-0.75,-0.25
